Date	Time	Sp	Ind	Infl_pos	Cor_Width	Cor_Throat	Cor_Base	Cor_Len	Cor_Th_Len	Cor_Len_Var	Sepal_Len	Min_Fil_Len	Max_Fil_Len	Pistil_Len	Ovary_Height	Stigma_Height	OV/P_Ratio	SH/P_Ratio	MiF-P_dis	MaF-P_dis	MiF-P_dis/L	MaF-P_dis/L	PL/L_ratio	PL/LV_ratio	L/W_Ratio	LV/W_Ratio	L/LV_Ratio	B/W_Ratio	TW/W_Ratio	B/TW_Ratio	TL/L_Ratio	TL/LV_Ratio	TL/TW_Ratio
1/15/18	9:04:00	F5	43	1	23.6	6.58	2.77	25.69	16.1	29.07	11.37	13.7	16.01	14.6	1.44	1.03	0.099	0.071	-0.9	1.41	-0.035	0.055	0.568	0.502	1.089	1.232	0.884	0.117	0.279	0.421	0.627	0.554	2.447
4/25/18	10:07:00	F5	44	1	26.25	7.56	2.72	28.32	18.28	33.33	10.78	15.58	18.39	11.09	1.42	0.88	0.128	0.079	4.49	7.3	0.159	0.258	0.392	0.333	1.079	1.270	0.850	0.104	0.288	0.360	0.645	0.548	2.418
4/12/18	9:50:00	F5	44	1	24.74	6.73	2.88	24.26	16.18	30.5	11.74	14.89	17.2	16	1.54	0.93	0.096	0.058	-1.11	1.2	-0.046	0.049	0.660	0.525	0.981	1.233	0.795	0.116	0.272	0.428	0.667	0.530	2.404
4/22/18	11:55:00	F5	44	1	24.55	7.09	2.65	27.16	17.59	31.07	12.31	15.2	17.93	16.26	1.65	0.96	0.101	0.059	-1.06	1.67	-0.039	0.061	0.599	0.523	1.106	1.266	0.874	0.108	0.289	0.374	0.648	0.566	2.481
1/30/18	11:17:00	F5	47	2	22.31	6.5	2.35	23.35	15.12	26.17	10.88	14.04	15.42	14.68	1.42	0.92	0.097	0.063	-0.64	0.74	-0.027	0.032	0.629	0.561	1.047	1.173	0.892	0.105	0.291	0.362	0.648	0.578	2.326
1/14/18	11:32:00	F5	47	1	24.71	6.68	2.59	23.96	15.52	28.41	13.3	14.21	16.43	15.2	1.4	0.84	0.092	0.055	-0.99	1.23	-0.041	0.051	0.634	0.535	0.970	1.150	0.843	0.105	0.270	0.388	0.648	0.546	2.323
2/7/18	10:25:00	F5	47	1	19.85	6.26	2.43	20.43	13.61	22.85	10.59	12.82	14.43	14.46	1.41	0.85	0.098	0.059	-1.64	-0.03	-0.080	-0.001	0.708	0.633	1.029	1.151	0.894	0.122	0.315	0.388	0.666	0.596	2.174
1/31/18	9:32:00	F5	50	1	20.76	6.19	2.3	21.26	12.37	24.6	9.51	11.61	14.46	14.21	1.48	0.95	0.104	0.067	-2.6	0.25	-0.122	0.012	0.668	0.578	1.024	1.185	0.864	0.111	0.298	0.372	0.582	0.503	1.998
1/14/18	11:35:00	F5	50	1	21.82	7.09	2.48	20.98	14.66	25.04	12.82	12.26	15.05	15.25	1.61	0.91	0.106	0.060	-2.99	-0.2	-0.143	-0.010	0.727	0.609	0.962	1.148	0.838	0.114	0.325	0.350	0.699	0.585	2.068
1/30/18	11:20:00	F5	50	1	19.67	6.05	2.23	19.59	13.83	23.77	10.89	11.81	14.29	13.98	1.5	0.95	0.107	0.068	-2.17	0.31	-0.111	0.016	0.714	0.588	0.996	1.208	0.824	0.113	0.308	0.369	0.706	0.582	2.286
1/31/18	9:35:00	C	52	1	27.06	6.73	2.62	23.59	15.52	30.07	10.63	15.63	19.01	16.37	1.46	1.22	0.089	0.075	-0.74	2.64	-0.031	0.112	0.694	0.544	0.872	1.111	0.785	0.097	0.249	0.389	0.658	0.516	2.306
2/16/18	9:38:00	C	52	1	28.66	6.95	2.74	26.09	17.2	31.9	10.85	16.13	19.43	15.8	1.69	1.15	0.107	0.073	0.33	3.63	0.013	0.139	0.606	0.495	0.910	1.113	0.818	0.096	0.242	0.394	0.659	0.539	2.475
